CVEGEO,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09
32,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,7.0,7.0,8.0,8.0,10.0,13.0,15.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,20.0,21.0,22.0,22.0,23.0,23.0,25.0,26.0,27.0,27.0,27.0,27.0,27.0,28.0,29.0,29.0,31.0,32.0,33.0,34.0,35.0,39.0,40.0,42.0,44.0,46.0,46.0,48.0,52.0,55.0,56.0,57.0,59.0,59.0,60.0,65.0,68.0,71.0,75.0,76.0,76.0,79.0,82.0,82.0,87.0,88.0,91.0,93.0,95.0,98.0,102.0,104.0,109.0,112.0,112.0,114.0,121.0,128.0,131.0
01001,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,7.0,7.0,9.0,9.0,9.0,10.0,12.0,13.0,13.0,13.0,13.0,14.0,15.0,16.0,18.0,18.0,18.0,18.0,19.0,19.0,21.0,22.0,22.0,22.0,26.0,27.0,28.0,28.0,30.0,30.0,30.0,30.0,31.0,33.0,41.0,43.0,43.0,45.0,48.0,51.0,57.0,58.0,59.0,59.0,60.0,71.0,79.0,81.0,87.0,90.0,91.0,93.0,95.0,101.0,104.0,109.0,113.0,114.0,119.0,122.0,126.0,128.0,130.0,132.0,132.0,137.0,144.0,148.0,151.0
02001,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,10.0,10.0,14.0,14.0,15.0,16.0,19.0,20.0,22.0,23.0,23.0,24.0,29.0,29.0,29.0,30.0,34.0,35.0,36.0,36.0,39.0,42.0,42.0,44.0,44.0,45.0,45.0,49.0,51.0,52.0,53.0,54.0,55.0,57.0,61.0,62.0,62.0,64.0,64.0,64.0,67.0,70.0,71.0,75.0,80.0,81.0,81.0,83.0,90.0,91.0,92.0,95.0,95.0,95.0,96.0,100.0,104.0,104.0,104.0,106.0,106.0,115.0,115.0,116.0
02002,8.0,8.0,8.0,8.0,9.0,9.0,19.0,22.0,22.0,24.0,30.0,30.0,31.0,34.0,34.0,34.0,39.0,49.0,50.0,52.0,54.0,54.0,55.0,58.0,71.0,71.0,78.0,89.0,91.0,91.0,93.0,104.0,109.0,113.0,116.0,116.0,120.0,127.0,131.0,151.0,152.0,152.0,168.0,168.0,187.0,192.0,200.0,207.0,240.0,240.0,240.0,240.0,260.0,363.0,402.0,425.0,429.0,436.0,469.0,525.0,544.0,561.0,582.0,615.0,625.0,655.0,667.0,678.0,698.0,726.0,732.0,755.0,771.0,780.0,786.0,804.0,814.0,823.0,837.0,863.0,881.0,907.0,915.0,926.0,933.0,944.0,982.0,1014.0,1022.0
02003,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,20.0,31.0,31.0,31.0,31.0,31.0,32.0,34.0,34.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,38.0,40.0,40.0,40.0,42.0,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,47.0,48.0,48.0,48.0,49.0,50.0,51.0
02004,12.0,15.0,17.0,17.0,17.0,19.0,41.0,45.0,45.0,66.0,77.0,85.0,104.0,116.0,116.0,121.0,133.0,152.0,158.0,167.0,170.0,173.0,185.0,212.0,229.0,243.0,257.0,279.0,291.0,293.0,310.0,317.0,340.0,354.0,374.0,385.0,392.0,397.0,415.0,425.0,433.0,434.0,460.0,469.0,485.0,509.0,521.0,527.0,535.0,536.0,541.0,548.0,652.0,671.0,681.0,687.0,697.0,701.0,710.0,733.0,742.0,745.0,752.0,757.0,763.0,780.0,785.0,793.0,812.0,825.0,825.0,829.0,834.0,837.0,840.0,847.0,853.0,853.0,855.0,858.0,865.0,880.0,896.0,905.0,906.0,906.0,920.0,933.0,939.0
03003,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,9.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,16.0,16.0,16.0,16.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,23.0,23.0,23.0,23.0,24.0,25.0,26.0,27.0,27.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,33.0,35.0,37.0,38.0,38.0,39.0,42.0,42.0,44.0
05006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
05014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
05017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,9.0,9.0,10.0,10.0,10.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,18.0,18.0
05018,7.0,8.0,7.0,7.0,9.0,9.0,11.0,11.0,11.0,15.0,19.0,21.0,23.0,23.0,23.0,24.0,24.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,41.0,46.0,46.0,45.0,45.0,46.0,46.0,46.0,48.0,48.0,48.0
05020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
05029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
07041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
07089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,12.0,15.0,19.0,22.0,24.0,26.0,25.0,26.0,27.0,28.0,29.0,31.0,33.0,33.0,35.0,36.0,38.0,39.0,44.0,44.0,46.0,47.0,46.0,48.0,67.0,68.0,71.0,73.0,73.0,76.0,77.0,79.0,92.0,94.0,99.0,104.0,105.0,108.0,112.0,117.0,123.0,123.0,124.0,130.0,133.0
07097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,18.0
08037,12.0,13.0,15.0,19.0,22.0,22.0,24.0,25.0,25.0,29.0,32.0,35.0,38.0,48.0,48.0,49.0,58.0,59.0,64.0,70.0,73.0,75.0,75.0,93.0,97.0,97.0,99.0,104.0,104.0,110.0,115.0,119.0,124.0,145.0,148.0,148.0,148.0,155.0,157.0,172.0,190.0,191.0,195.0,201.0,218.0,230.0,237.0,245.0,252.0,254.0,263.0,275.0,290.0,303.0,304.0,311.0,312.0,312.0,329.0,341.0,353.0,367.0,373.0,374.0,381.0,403.0,410.0,420.0,431.0,443.0,445.0,449.0,457.0,468.0,484.0,487.0,496.0,497.0,505.0,509.0,512.0,516.0,522.0,529.0,530.0,531.0,538.0,544.0,547.0
09002,1.0,1.0,3.0,3.0,3.0,5.0,7.0,7.0,7.0,8.0,10.0,10.0,13.0,14.0,14.0,14.0,15.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,25.0,25.0,27.0,27.0,27.0,32.0,45.0,45.0,47.0,49.0,49.0,50.0,53.0,55.0,62.0,72.0,74.0,77.0,80.0,88.0,104.0,108.0,113.0,117.0,119.0,121.0,133.0,158.0,172.0,184.0,186.0,189.0,190.0,196.0,203.0,211.0,218.0,222.0,225.0,228.0,239.0,253.0,265.0,271.0,271.0,287.0,290.0,298.0,311.0,319.0,335.0,343.0,347.0,348.0,355.0,363.0,372.0,377.0,379.0,381.0,387.0,392.0,396.0,401.0
09003,2.0,3.0,4.0,4.0,5.0,6.0,8.0,8.0,8.0,10.0,12.0,13.0,13.0,13.0,13.0,15.0,19.0,19.0,19.0,20.0,21.0,22.0,22.0,23.0,27.0,30.0,31.0,33.0,33.0,35.0,37.0,39.0,43.0,47.0,53.0,56.0,58.0,61.0,65.0,70.0,74.0,78.0,83.0,85.0,87.0,92.0,97.0,99.0,103.0,105.0,109.0,119.0,131.0,142.0,153.0,158.0,158.0,160.0,165.0,171.0,180.0,185.0,189.0,192.0,197.0,202.0,208.0,215.0,219.0,221.0,225.0,230.0,237.0,264.0,270.0,273.0,274.0,277.0,281.0,287.0,291.0,301.0,309.0,311.0,323.0,328.0,335.0,339.0,342.0
09005,9.0,10.0,13.0,16.0,16.0,24.0,38.0,39.0,39.0,44.0,50.0,54.0,56.0,56.0,56.0,63.0,70.0,78.0,84.0,84.0,87.0,91.0,94.0,110.0,123.0,135.0,136.0,143.0,151.0,153.0,172.0,196.0,206.0,215.0,225.0,233.0,237.0,246.0,271.0,284.0,289.0,293.0,304.0,315.0,344.0,363.0,380.0,393.0,403.0,404.0,412.0,435.0,471.0,515.0,555.0,561.0,565.0,578.0,605.0,620.0,651.0,674.0,692.0,702.0,722.0,753.0,791.0,809.0,840.0,849.0,860.0,872.0,890.0,915.0,946.0,958.0,970.0,976.0,980.0,992.0,1003.0,1021.0,1031.0,1047.0,1052.0,1063.0,1090.0,1097.0,1106.0
09006,3.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,12.0,13.0,13.0,16.0,16.0,16.0,21.0,23.0,28.0,31.0,33.0,33.0,37.0,40.0,44.0,51.0,52.0,59.0,60.0,63.0,67.0,77.0,81.0,84.0,87.0,97.0,97.0,108.0,113.0,120.0,124.0,130.0,131.0,133.0,139.0,159.0,174.0,179.0,182.0,182.0,186.0,193.0,200.0,214.0,220.0,226.0,229.0,232.0,236.0,245.0,252.0,261.0,265.0,267.0,269.0,276.0,290.0,297.0,302.0,307.0,310.0,314.0,317.0,321.0,322.0,327.0,330.0,331.0,335.0,344.0,349.0,355.0
09007,8.0,9.0,15.0,16.0,19.0,23.0,28.0,28.0,28.0,31.0,34.0,38.0,42.0,42.0,43.0,45.0,45.0,50.0,52.0,55.0,62.0,66.0,72.0,76.0,90.0,110.0,119.0,127.0,130.0,136.0,152.0,165.0,185.0,208.0,228.0,238.0,252.0,266.0,300.0,329.0,350.0,361.0,376.0,383.0,396.0,424.0,447.0,469.0,489.0,495.0,502.0,531.0,603.0,648.0,676.0,685.0,689.0,701.0,718.0,742.0,760.0,784.0,797.0,802.0,810.0,828.0,868.0,889.0,904.0,920.0,930.0,944.0,974.0,1039.0,1070.0,1085.0,1099.0,1104.0,1122.0,1128.0,1142.0,1161.0,1170.0,1183.0,1191.0,1205.0,1221.0,1251.0,1283.0
09008,1.0,2.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,10.0,12.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,32.0,33.0,34.0,35.0,36.0,38.0,39.0,40.0,40.0,41.0,41.0,42.0,43.0,46.0,49.0,55.0,55.0,55.0,57.0,59.0,65.0,67.0,70.0,71.0,71.0,72.0,76.0,78.0,80.0,81.0,81.0,82.0,83.0,85.0,89.0,91.0,92.0,94.0,95.0,96.0,100.0,104.0,105.0,106.0,106.0,106.0,108.0,109.0,111.0,113.0
09010,7.0,8.0,12.0,12.0,12.0,14.0,15.0,15.0,15.0,18.0,18.0,18.0,27.0,27.0,27.0,27.0,29.0,30.0,31.0,33.0,35.0,35.0,36.0,39.0,41.0,51.0,53.0,56.0,57.0,57.0,68.0,73.0,74.0,81.0,84.0,87.0,90.0,97.0,115.0,125.0,127.0,129.0,132.0,134.0,143.0,150.0,152.0,159.0,165.0,168.0,174.0,179.0,200.0,209.0,219.0,221.0,222.0,230.0,247.0,258.0,267.0,271.0,274.0,280.0,312.0,320.0,332.0,342.0,353.0,359.0,360.0,362.0,379.0,392.0,403.0,410.0,414.0,416.0,423.0,432.0,438.0,443.0,449.0,451.0,455.0,463.0,475.0,478.0,488.0
09011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,11.0,13.0,14.0,15.0,18.0,18.0,20.0,20.0,27.0,30.0,36.0,37.0,40.0,45.0,47.0,49.0,55.0,55.0,57.0,58.0,58.0,60.0,66.0,70.0,74.0,76.0,76.0,76.0,77.0,84.0,89.0,93.0,95.0,96.0,99.0,101.0,105.0,110.0,112.0,113.0,115.0,117.0,118.0,127.0,133.0,137.0,141.0,141.0,145.0,147.0,147.0,149.0,154.0,154.0,155.0,157.0,159.0,162.0,171.0
09012,2.0,3.0,4.0,4.0,6.0,7.0,8.0,8.0,8.0,9.0,11.0,11.0,12.0,12.0,12.0,14.0,14.0,15.0,15.0,15.0,15.0,18.0,19.0,20.0,23.0,25.0,25.0,26.0,27.0,27.0,38.0,46.0,47.0,50.0,54.0,55.0,57.0,59.0,71.0,76.0,88.0,89.0,90.0,96.0,104.0,110.0,114.0,118.0,123.0,129.0,130.0,132.0,137.0,150.0,157.0,158.0,159.0,160.0,161.0,170.0,175.0,181.0,183.0,186.0,188.0,191.0,198.0,207.0,215.0,218.0,220.0,225.0,230.0,248.0,252.0,260.0,261.0,262.0,267.0,274.0,282.0,287.0,291.0,296.0,299.0,303.0,306.0,309.0,313.0
09013,3.0,3.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,14.0,14.0,14.0,16.0,16.0,17.0,17.0,19.0,20.0,20.0,25.0,26.0,31.0,34.0,37.0,37.0,38.0,40.0,48.0,53.0,56.0,61.0,61.0,63.0,67.0,68.0,72.0,79.0,84.0,86.0,88.0,92.0,98.0,104.0,111.0,112.0,113.0,118.0,122.0,127.0,131.0,136.0,141.0,145.0,146.0,152.0,158.0,163.0,168.0,170.0,170.0,172.0,176.0,191.0,196.0,200.0,203.0,204.0,206.0,208.0,209.0,213.0,222.0,223.0,226.0,227.0,228.0,235.0,243.0
09014,1.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,6.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,12.0,13.0,14.0,14.0,15.0,15.0,17.0,18.0,18.0,23.0,24.0,26.0,27.0,27.0,32.0,35.0,36.0,40.0,46.0,48.0,51.0,52.0,54.0,56.0,63.0,63.0,63.0,65.0,65.0,71.0,73.0,75.0,78.0,80.0,81.0,85.0,96.0,99.0,102.0,105.0,106.0,108.0,116.0,120.0,124.0,127.0,129.0,130.0,132.0,135.0,139.0,144.0,152.0,154.0,155.0,160.0,160.0,172.0,174.0,178.0,180.0,181.0,182.0,185.0,187.0,187.0,188.0,189.0,190.0,191.0,193.0,193.0,196.0
09015,5.0,5.0,10.0,10.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,16.0,18.0,19.0,19.0,19.0,20.0,24.0,25.0,26.0,27.0,29.0,32.0,34.0,35.0,39.0,44.0,48.0,51.0,54.0,59.0,66.0,73.0,79.0,80.0,80.0,80.0,88.0,94.0,103.0,109.0,110.0,114.0,118.0,128.0,142.0,152.0,157.0,161.0,161.0,163.0,171.0,191.0,210.0,219.0,222.0,224.0,230.0,236.0,244.0,249.0,254.0,261.0,261.0,263.0,270.0,291.0,296.0,296.0,301.0,309.0,314.0,317.0,336.0,351.0,356.0,361.0,362.0,366.0,370.0,374.0,378.0,380.0,382.0,382.0,389.0,398.0,414.0,420.0
09016,2.0,2.0,2.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,10.0,11.0,11.0,11.0,13.0,15.0,17.0,18.0,21.0,21.0,22.0,23.0,23.0,28.0,35.0,37.0,39.0,41.0,42.0,44.0,47.0,49.0,54.0,62.0,63.0,63.0,66.0,73.0,76.0,79.0,83.0,83.0,84.0,87.0,87.0,97.0,104.0,107.0,109.0,111.0,113.0,117.0,120.0,126.0,133.0,136.0,136.0,139.0,144.0,146.0,148.0,149.0,150.0,153.0,156.0,159.0,162.0,164.0,169.0,170.0,172.0,174.0,175.0,178.0,182.0,184.0,189.0,190.0,192.0,193.0,195.0,199.0
09017,5.0,5.0,5.0,5.0,5.0,8.0,10.0,10.0,10.0,11.0,12.0,14.0,15.0,15.0,15.0,17.0,17.0,19.0,20.0,21.0,22.0,22.0,23.0,23.0,23.0,25.0,29.0,30.0,31.0,32.0,39.0,42.0,44.0,47.0,51.0,57.0,58.0,60.0,65.0,71.0,76.0,80.0,83.0,88.0,94.0,101.0,109.0,116.0,117.0,117.0,119.0,129.0,145.0,153.0,157.0,164.0,165.0,167.0,170.0,178.0,182.0,186.0,192.0,193.0,193.0,204.0,213.0,220.0,230.0,231.0,237.0,243.0,253.0,271.0,293.0,297.0,304.0,305.0,309.0,317.0,322.0,328.0,330.0,333.0,333.0,338.0,344.0,346.0,355.0
10007,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,13.0,15.0,15.0,16.0,17.0,17.0,17.0,18.0,20.0,20.0,25.0,26.0,27.0,27.0,39.0,40.0,44.0,44.0,44.0,44.0,47.0,57.0,58.0,59.0,60.0,60.0,60.0,60.0,61.0,64.0,66.0,66.0,67.0,67.0,67.0,70.0,74.0
11007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,12.0,12.0,15.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,20.0,20.0,22.0,23.0,24.0,24.0,24.0,24.0,25.0,25.0,26.0,26.0,28.0,28.0,28.0,28.0,29.0,31.0,32.0,32.0,33.0,34.0,37.0,38.0,38.0,38.0,41.0,41.0,42.0,42.0,43.0,43.0,50.0,53.0,53.0,53.0,53.0,53.0,54.0,61.0,62.0,62.0,62.0,63.0,63.0,63.0,65.0
11015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
11027,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,18.0,20.0,20.0
12001,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,11.0,12.0,13.0,13.0,13.0,13.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,21.0,22.0,23.0,28.0,31.0,31.0,33.0,35.0,38.0,44.0,50.0,53.0,57.0,59.0,69.0,77.0,90.0,98.0,112.0,115.0,120.0,131.0,136.0,158.0,169.0,176.0,181.0,183.0,208.0,253.0,258.0,264.0,278.0,281.0,305.0,320.0,361.0,375.0,389.0,402.0,406.0,421.0,444.0,454.0,462.0,470.0,474.0,476.0,479.0,488.0,495.0,504.0,512.0,527.0,530.0,535.0,543.0,553.0,563.0
12017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
